村民自治组织	118101105	118905000	3
国际组织	119100100	119100000	3
农业	100100000	100000000	2
林业	100101000	100000000	2
畜牧业	100102000	100000000	2
渔业	100103000	100000000	2
农、林、牧、渔服务业	100104000	100000000	2
石油、天燃气、煤炭采选业	101100000	101000000	2
金属矿开采业	101101000	101000000	2
非金属矿采选业	101102000	101000000	2
开采辅助活动	101103000	101000000	2
其他采矿业	101104000	101000000	2
食品、农副食品加工制造业	102100000	102000000	2
烟、酒、茶、饮料制造业	102101000	102000000	2
纺织、服饰业	102102000	102000000	2
皮革、毛皮、羽毛及其制品和制鞋业	102103000	102000000	2
木材加工和木、竹、藤、棕、草制品业	102104000	102000000	2
家具制造业	102105000	102000000	2
造纸、印刷业	102106000	102000000	2
文教、工美、体育和娱乐用品制造业	102107000	102000000	2
石油加工、炼焦和核燃料加工业	102108000	102000000	2
医疗、化学制品制造业 	102109000	102000000	2
非金属物制品业	102110000	102000000	2
金属冶炼和压延加工制造业	102111000	102000000	2
设备制造业	102112000	102000000	2
海陆空和其他运输设备制造业	102113000	102000000	2
电器、电子及相关设备制造业	102114000	102000000	2
其他制造业	102115000	102000000	2
废弃资源综合利用业	102116000	102000000	2
金属制品、机械和设备修理业	102117000	102000000	2
水、电、燃气、热力生产和供应业	103100000	103000000	2
建筑业	104100000	104000000	2
批发业	105100000	105000000	2
零售业	105101000	105000000	2
交通运输业	106100000	106000000	2
管道运输业	106101000	106000000	2
装卸搬运和运输代理业	106102000	106000000	2
仓储、邮政业	106103000	106000000	2
住宿和餐饮业	107100000	107000000	2
电信、广播电视和卫星传输服务	108100000	108000000	2
互联网和相关技术服务	108101000	108000000	2
金融业	109100000	109000000	2
房地产业	110100000	110000000	2
租赁业	111100000	111000000	2
商务服务业	111101000	111000000	2
科学研究和技术服务业	112100000	112000000	2
水利、环境和公共设施管理业	113100000	113000000	2
居民服务和修理业	114100000	114000000	2
其他服务业	114101000	114000000	2
教育	115100000	115000000	2
卫生和社会工作	116100000	116000000	2
广播、电视新闻和出版业	117100000	117000000	2
文体娱乐业	117101000	117000000	2
国家机关、福利机构	118100000	118000000	2
民间团体组织	118101000	118000000	2
国际组织	119100000	119000000	2
农、林、牧、渔业	100000000	0	1
采矿业	101000000	0	1
制造业	102000000	0	1
电力、热力、燃气及水生产和供应业	103000000	0	1
建筑业	104000000	0	1
批发和零售业	105000000	0	1
交通运输、仓储和邮政业	106000000	0	1
住宿和餐饮业	107000000	0	1
信息传输、软件和信息技术服务业	108000000	0	1
金融业	109000000	0	1
房地产业	110000000	0	1
租赁和商务服务业	111000000	0	1
科学研究和技术服务业	112000000	0	1
水利、环境和公共设施管理业	113000000	0	1
居民服务、修理和其他服务业	114000000	0	1
教育	115000000	0	1
卫生和社会工作	116000000	0	1
文化、体育和娱乐业	117000000	0	1
公共管理、社会保障和社会组织	118000000	0	1
国际组织	119000000	0	1
煤炭开采和洗选业	101900000	101000000	2
石油和天然气开采业	101901000	101000000	2
黑色金属矿采选业	101902000	101000000	2
有色金属矿采选业	101903000	101000000	2
农副食品加工业	102900000	102000000	2
食品制造业	102901000	102000000	2
酒、饮料和精制茶制造业	102902000	102000000	2
烟草制品业	102903000	102000000	2
纺织业	102904000	102000000	2
纺织服装、服饰业	102905000	102000000	2
造纸和纸制品业	102906000	102000000	2
印刷和记录媒介复制业	102907000	102000000	2
化学原料和化学制品制造业	102908000	102000000	2
医药制造业	102909000	102000000	2
化学纤维制造业	102910000	102000000	2
橡胶和塑料制品业	102911000	102000000	2
非金属矿物制品业	102912000	102000000	2
黑色金属冶炼和压延加工业	102913000	102000000	2
有色金属冶炼和压延加工业	102914000	102000000	2
金属制品业	102915000	102000000	2
通用设备制造业	102916000	102000000	2
专用设备制造业	102917000	102000000	2
汽车制造业	102918000	102000000	2
铁路、船舶、航空航天和其他运输设备制造业	102919000	102000000	2
电气机械和器材制造业	102920000	102000000	2
计算机、通信和其他电子设备制造业	102921000	102000000	2
仪器仪表制造业	102922000	102000000	2
电力、热力生产和供应业	103900000	103000000	2
燃气生产和供应业	103901000	103000000	2
水的生产和供应业	103902000	103000000	2
房屋建筑业	104900000	104000000	2
土木工程建筑业	104901000	104000000	2
建筑安装业	104902000	104000000	2
建筑装饰和其他建筑业	104903000	104000000	2
铁路运输业	106900000	106000000	2
道路运输业	106901000	106000000	2
水上运输业	106902000	106000000	2
航空运输业	106903000	106000000	2
仓储业	106904000	106000000	2
邮政业	106905000	106000000	2
住宿业	107900000	107000000	2
餐饮业	107901000	107000000	2
互联网和相关服务	108901000	108000000	2
软件和信息技术服务业	108902000	108000000	2
货币金融服务	109900000	109000000	2
资本市场服务	109901000	109000000	2
保险业	109903000	109000000	2
其他金融业	109904000	109000000	2
研究和试验发展	112900000	112000000	2
专业技术服务业	112901000	112000000	2
科技推广和应用服务业	112902000	112000000	2
水利管理业	113900000	113000000	2
生态保护和环境治理业	113901000	113000000	2
公共设施管理业	113902000	113000000	2
居民服务业	114900000	114000000	2
机动车、电子产品和日用产品修理业	114901000	114000000	2
卫生	116900000	116000000	2
社会工作	116901000	116000000	2
新闻和出版业	117900000	117000000	2
广播、电视、电影和影视录音制作业	117901000	117000000	2
文化艺术业	117902000	117000000	2
体育	117903000	117000000	2
娱乐业	117904000	117000000	2
中国共产党机关	118900000	118000000	2
国家机构	118901000	118000000	2
人民政协、民主党派	118902000	118000000	2
社会保障	118903000	118000000	2
群众团体、社会团体和其他成员组织	118904000	118000000	2
基层群众自治组织	118905000	118000000	2
